Incident_ID,Report_Time,Phone_Number,Tags,Report_Count,Transaction_Amount,Victim_Demographic,Is_Fraud
UID-afa93b68,2026-03-12 21:32:00,+886-901-624-008,"幽靈包裹,超商取貨",159,26296,高中職以下,1
UID-a525150c,2026-03-12 11:26:00,+886-902-166-261,"假冒郵局,普發現金冒領",3,2205273,碩博士,1
UID-38e079ed,2026-03-12 10:41:00,+886-905-829-287,"一般客訴,服務態度",2,500,上班族,0
UID-a72f2c38,2026-03-13 04:12:00,+886-905-347-431,"正常投資諮詢,理財規劃",1,0,高中職以下,0
UID-67c4d9b6,2026-03-12 09:29:00,+886-903-881-077,"假投資,內線交易,VIP通道",17,4396463,大專院校,1
UID-7a219453,2026-03-12 09:01:00,+886-999-999-999,"機器人測試,惡意灌水",13073,0,未知,0
UID-f423d2e3,2026-03-12 23:11:00,+886-903-888-081,"假投資,保證獲利",13,1540242,上班族,1
UID-44edeb94,2026-03-13 04:02:00,+886-905-604-280,"正常投資諮詢,理財規劃",2,15000,碩博士,0
UID-13f13805,2026-03-12 23:20:00,+886-903-883-096,"假投資,虛擬貨幣,高報酬",18,3285369,上班族,1
UID-2fa522f9,2026-03-12 18:26:00,+886-903-881-069,"假投資,保證獲利",9,884449,碩博士,1
UID-e5fca9ad,2026-03-13 02:47:00,+886-902-130-527,"假冒郵局,普發現金冒領",2,3871973,50-69 中高齡,1
UID-a2a2a16a,2026-03-12 09:41:00,+886-905-432-408,"一般客訴,服務態度",2,0,50-69 中高齡,0
UID-6e50f84b,2026-03-12 11:22:00,+886-903-881-077,"假投資,保證獲利",7,109563,大專院校,1
UID-20face3a,2026-03-12 21:18:00,+886-901-319-039,"網路購物詐騙,解除分期付款",284,10934,學生,1
UID-ec79abdc,2026-03-12 13:05:00,+886-904-220-063,"網路交友,要求儲值,點數卡",23,30428,大專院校,1
UID-e4d72577,2026-03-13 07:36:00,+886-901-560-035,"幽靈包裹,超商取貨",1218,4800,上班族,1
UID-525ad0f5,2026-03-13 05:42:00,+886-902-170-582,"假冒郵局,普發現金冒領",1,2178617,70+ 長者,1
UID-10cffcb0,2026-03-12 16:04:00,+886-905-176-568,"正常投資諮詢,理財規劃",1,15000,上班族,0
UID-5b772137,2026-03-12 20:30:00,+886-902-116-583,"假扣押財產,面交黃金白銀",2,3895297,50-69 中高齡,1
UID-1165b5e8,2026-03-12 20:51:00,+886-901-250-027,"網路購物詐騙,假賣場",195,12680,學生,1
UID-3aa33193,2026-03-12 13:11:00,+886-905-771-455,"債務不履行,退款延遲",2,3000,大專院校,0
UID-6e596341,2026-03-12 09:12:00,+886-902-157-247,"假員警,偵查不公開",2,1555003,50-69 中高齡,1
UID-3b50cd9f,2026-03-12 09:33:00,+886-901-832-016,"網路購物詐騙,ATM操作",311,40820,大專院校,1
UID-21fd5dd6,2026-03-12 19:15:00,+886-905-979-274,"債務不履行,退款延遲",2,500,高中職以下,0
UID-1cff9771,2026-03-13 01:29:00,+886-903-881-086,"假投資,資金盤",8,502772,上班族,1
UID-80caa5bf,2026-03-12 21:41:00,+886-905-967-189,"正常投資諮詢,理財規劃",2,3000,學生,0
UID-8dbb916d,2026-03-13 09:00:00,+886-901-295-027,"網路購物詐騙,ATM操作",257,20047,學生,1
UID-b5de2b94,2026-03-13 02:07:00,+886-901-252-012,"幽靈包裹,超商取貨",289,11458,高中職以下,1
UID-e73b4eb0,2026-03-12 14:20:00,+886-901-777-040,"網路購物詐騙,假賣場",180,5606,高中職以下,1
UID-11b26fa4,2026-03-13 07:09:00,+886-904-114-058,"殺豬盤,平台無法出金",9,106927,上班族,1
UID-99d47f08,2026-03-12 11:35:00,+886-904-416-050,"Threads廣告,假兼職",24,9900,碩博士,1
UID-936ce6d6,2026-03-12 14:05:00,+886-901-768-011,"網路購物詐騙,解除分期付款",159,12833,學生,1
UID-efd78def,2026-03-13 07:52:00,+886-904-349-016,"網路交友,要求儲值,點數卡",12,114537,大專院校,1
UID-a6fb60c6,2026-03-12 11:35:00,+886-905-796-426,"一般客訴,服務態度",2,15000,大專院校,0
UID-1313ee53,2026-03-12 21:46:00,+886-902-124-276,"假扣押財產,面交黃金白銀",3,6453760,70+ 長者,1
UID-25aa7815,2026-03-12 12:41:00,+886-905-198-117,"正常投資諮詢,理財規劃",1,0,大專院校,0
UID-c5ac1f6f,2026-03-12 09:58:00,+886-902-168-411,"假扣押財產,面交黃金白銀",3,4689401,70+ 長者,1
UID-89243b73,2026-03-13 08:47:00,+886-903-889-007,"假投資,虛擬貨幣,高報酬",12,3240374,50-69 中高齡,1
UID-f6b9edf1,2026-03-12 18:05:00,+886-903-887-080,"假投資,虛擬貨幣,高報酬",16,1508853,上班族,1
UID-3228f791,2026-03-13 05:33:00,+886-905-194-814,"司法文書送達,正常公務",2,500,大專院校,0
UID-decf9f68,2026-03-12 23:37:00,+886-905-404-646,"司法文書送達,正常公務",2,3000,學生,0
UID-b2f7c3b3,2026-03-12 20:57:00,+886-905-774-910,"債務不履行,退款延遲",2,0,大專院校,0
UID-c7b08903,2026-03-12 17:08:00,+886-905-604-479,"債務不履行,退款延遲",2,0,大專院校,0
UID-320d701c,2026-03-13 01:04:00,+886-903-885-078,"假投資,保證獲利",12,3630947,上班族,1
UID-07984748,2026-03-12 15:39:00,+886-903-884-012,"假投資,資金盤",11,4147586,上班族,1
UID-7f3bd07a,2026-03-12 20:36:00,+886-903-884-097,"假投資,虛擬貨幣,高報酬",13,3530470,碩博士,1
UID-2d33eb65,2026-03-13 00:55:00,+886-904-934-051,"網路交友,要求儲值,點數卡",9,1666,學生,1
UID-94dfa51d,2026-03-12 16:15:00,+886-902-200-284,"假檢警,監管帳戶",1,6057376,70+ 長者,1
UID-53a65e86,2026-03-12 19:15:00,+886-903-883-050,"假投資,內線交易,VIP通道",18,3315283,上班族,1
UID-98040865,2026-03-12 21:07:00,+886-901-229-032,"幽靈包裹,超商取貨",168,43111,大專院校,1
UID-7866a441,2026-03-12 23:36:00,+886-904-719-010,"Threads廣告,假兼職",7,19525,大專院校,1
UID-bb0c1ce1,2026-03-13 03:48:00,+886-905-728-285,"司法文書送達,正常公務",2,500,50-69 中高齡,0
UID-64bc3fba,2026-03-13 03:54:00,+886-904-668-084,"網路交友,AI濾鏡假冒",13,107425,上班族,1
UID-b16ea40c,2026-03-12 16:32:00,+886-905-448-319,"一般客訴,服務態度",1,0,50-69 中高齡,0
UID-b832a55c,2026-03-12 17:27:00,+886-902-149-102,"假扣押財產,面交黃金白銀",1,2094356,70+ 長者,1
UID-20193427,2026-03-13 04:18:00,+886-903-887-082,"假投資,資金盤",19,3045580,碩博士,1
UID-df81d89d,2026-03-12 15:07:00,+886-905-179-136,"正常投資諮詢,理財規劃",2,15000,70+ 長者,0
UID-360e7e6c,2026-03-12 18:37:00,+886-902-120-490,"假扣押財產,面交黃金白銀",3,6507345,70+ 長者,1
UID-e54e90b0,2026-03-12 16:44:00,+886-903-883-078,"假投資,資金盤",18,4639462,大專院校,1
UID-f9fb2183,2026-03-12 18:13:00,+886-902-181-689,"假檢警,監管帳戶",3,4708475,70+ 長者,1
UID-800fff15,2026-03-12 10:04:00,+886-904-223-079,"網路交友,要求儲值,點數卡",29,78944,碩博士,1
UID-7ae212be,2026-03-12 21:45:00,+886-905-452-852,"一般客訴,服務態度",1,500,高中職以下,0
UID-80c59d77,2026-03-12 21:43:00,+886-901-598-004,"網路購物詐騙,假賣場",153,25487,學生,1
UID-c5cc7509,2026-03-12 19:52:00,+886-901-938-044,"網路購物詐騙,假賣場",259,7389,高中職以下,1
UID-5115a741,2026-03-12 16:55:00,+886-905-638-829,"債務不履行,退款延遲",1,3000,大專院校,0
UID-eaec06e2,2026-03-13 06:16:00,+886-903-889-075,"假投資,資金盤",6,1036308,大專院校,1
UID-127905a4,2026-03-13 03:54:00,+886-901-661-042,"網路購物詐騙,假賣場",548,21127,上班族,1
UID-dd8c6f1f,2026-03-12 14:09:00,+886-905-590-840,"債務不履行,退款延遲",1,0,碩博士,0
UID-87d260c1,2026-03-13 00:19:00,+886-903-885-053,"假投資,資金盤",10,994710,碩博士,1
UID-c2f87490,2026-03-12 18:06:00,+886-905-538-508,"正常投資諮詢,理財規劃",1,500,大專院校,0
UID-a2c746f7,2026-03-13 03:41:00,+886-903-886-033,"假投資,資金盤",17,3106145,大專院校,1
UID-321404b0,2026-03-12 18:54:00,+886-904-123-084,"殺豬盤,平台無法出金",27,17420,大專院校,1
UID-dbbca8ba,2026-03-12 18:37:00,+886-905-881-827,"債務不履行,退款延遲",2,15000,70+ 長者,0
UID-36b80adc,2026-03-13 01:02:00,+886-903-880-062,"假投資,資金盤",16,3659793,上班族,1
UID-2e27db93,2026-03-13 06:16:00,+886-901-954-021,"網路購物詐騙,解除分期付款",162,37200,高中職以下,1
UID-0f11496a,2026-03-12 17:41:00,+886-905-797-638,"正常投資諮詢,理財規劃",1,0,高中職以下,0
UID-2c97d274,2026-03-12 09:51:00,+886-903-888-011,"假投資,虛擬貨幣,高報酬",17,2703530,碩博士,1
UID-e6cb8b11,2026-03-13 00:02:00,+886-905-958-444,"正常投資諮詢,理財規劃",2,15000,學生,0
UID-53af4631,2026-03-12 09:40:00,+886-903-880-009,"假投資,保證獲利",6,2397665,大專院校,1
UID-8ddbb23a,2026-03-12 15:52:00,+886-902-156-588,"假冒郵局,普發現金冒領",2,6767513,70+ 長者,1
UID-c5582dd2,2026-03-12 23:41:00,+886-905-946-924,"交易糾紛,商品瑕疵",2,500,學生,0
UID-1e25951b,2026-03-13 04:08:00,+886-901-948-034,"網路購物詐騙,假賣場",287,18642,高中職以下,1
UID-d0ca2fe5,2026-03-12 13:42:00,+886-902-161-512,"假冒郵局,普發現金冒領",1,3928834,50-69 中高齡,1
UID-6a46a5c6,2026-03-13 06:53:00,+886-904-959-046,"Threads廣告,假兼職",14,49760,碩博士,1
UID-b2d52f19,2026-03-12 10:31:00,+886-902-152-434,"假檢警,監管帳戶",3,2959800,70+ 長者,1
UID-60ae4e67,2026-03-12 09:26:00,+886-905-855-127,"交易糾紛,商品瑕疵",2,500,50-69 中高齡,0
UID-db4570e6,2026-03-12 14:03:00,+886-902-196-338,"假檢警,監管帳戶",2,3753627,50-69 中高齡,1
UID-7a73fe46,2026-03-12 18:31:00,+886-905-667-125,"司法文書送達,正常公務",1,500,50-69 中高齡,0
UID-3075ce3d,2026-03-12 14:10:00,+886-902-151-941,"假冒郵局,普發現金冒領",3,549757,50-69 中高齡,1
UID-0ed3e9e5,2026-03-13 08:46:00,+886-904-685-047,"網路交友,AI濾鏡假冒",15,66453,上班族,1
UID-3f4a2151,2026-03-12 16:54:00,+886-905-800-782,"交易糾紛,商品瑕疵",2,0,70+ 長者,0
UID-34a03236,2026-03-13 02:02:00,+886-901-148-039,"網路購物詐騙,ATM操作",204,12487,高中職以下,1
UID-c91624be,2026-03-13 06:13:00,+886-903-884-038,"假投資,資金盤",15,1124321,上班族,1
UID-512442cd,2026-03-12 20:22:00,+886-904-995-058,"網路交友,要求儲值,點數卡",2,58989,大專院校,1
UID-7fa9c78d,2026-03-12 17:22:00,+886-901-581-014,"幽靈包裹,超商取貨",190,28810,上班族,1
UID-8691e2d7,2026-03-12 20:11:00,+886-903-882-006,"假投資,資金盤",16,1139485,上班族,1
UID-25d66370,2026-03-13 02:33:00,+886-901-212-003,"網路購物詐騙,解除分期付款",153,43170,高中職以下,1
UID-6f332a48,2026-03-12 23:02:00,+886-905-626-688,"司法文書送達,正常公務",2,500,高中職以下,0
UID-02a1036c,2026-03-12 19:50:00,+886-905-555-540,"交易糾紛,商品瑕疵",2,0,高中職以下,0
UID-ea8dc714,2026-03-13 04:04:00,+886-905-560-590,"交易糾紛,商品瑕疵",1,0,高中職以下,0
UID-99a0345c,2026-03-12 09:08:00,+886-999-999-999,"機器人測試,惡意灌水",11937,0,未知,0
UID-a57c4a52,2026-03-12 20:27:00,+886-901-705-039,"幽靈包裹,超商取貨",172,20444,大專院校,1
UID-c322ec9d,2026-03-13 03:29:00,+886-905-203-242,"正常投資諮詢,理財規劃",2,500,上班族,0
UID-8ac129de,2026-03-13 04:59:00,+886-903-880-012,"假投資,內線交易,VIP通道",7,1274622,上班族,1
UID-1a5de381,2026-03-13 01:03:00,+886-904-561-022,"Threads廣告,假兼職",3,131880,學生,1
UID-d905f46b,2026-03-12 19:07:00,+886-902-102-391,"假扣押財產,面交黃金白銀",3,1320868,碩博士,1
UID-0036bb21,2026-03-12 14:36:00,+886-903-882-025,"假投資,資金盤",10,3754661,上班族,1
UID-924cb9e7,2026-03-12 19:17:00,+886-905-833-737,"一般客訴,服務態度",1,3000,學生,0
UID-9a14fe84,2026-03-13 02:01:00,+886-903-888-033,"假投資,內線交易,VIP通道",16,880683,50-69 中高齡,1
UID-f821e45a,2026-03-12 11:07:00,+886-905-256-103,"一般客訴,服務態度",1,3000,碩博士,0
UID-4e82c0ac,2026-03-12 14:06:00,+886-902-194-820,"假冒郵局,普發現金冒領",3,7960244,50-69 中高齡,1
UID-05b7fabe,2026-03-13 07:25:00,+886-903-889-097,"假投資,虛擬貨幣,高報酬",19,552315,大專院校,1
UID-2904d53c,2026-03-13 04:09:00,+886-903-882-077,"假投資,內線交易,VIP通道",12,2000597,碩博士,1
UID-5f317d48,2026-03-12 11:59:00,+886-905-429-979,"債務不履行,退款延遲",1,0,大專院校,0
UID-f8a38507,2026-03-13 02:02:00,+886-905-780-888,"交易糾紛,商品瑕疵",2,500,大專院校,0
UID-6cd7388b,2026-03-12 20:42:00,+886-901-353-044,"網路購物詐騙,假賣場",547,13452,學生,1
UID-b595b6cc,2026-03-13 04:54:00,+886-904-725-052,"網路交友,AI濾鏡假冒",23,129180,學生,1
UID-dac6e02d,2026-03-12 22:14:00,+886-904-345-016,"網路交友,要求儲值,點數卡",7,73224,碩博士,1
UID-a0eb824f,2026-03-13 01:59:00,+886-903-887-099,"假投資,保證獲利",9,4492415,碩博士,1
UID-475f4a16,2026-03-12 16:42:00,+886-905-429-146,"交易糾紛,商品瑕疵",2,3000,50-69 中高齡,0
UID-eaa5c986,2026-03-12 16:35:00,+886-903-887-098,"假投資,虛擬貨幣,高報酬",8,2110757,碩博士,1
UID-54f909d7,2026-03-12 09:41:00,+886-903-882-040,"假投資,虛擬貨幣,高報酬",17,1759716,50-69 中高齡,1
UID-cd4f1490,2026-03-12 19:03:00,+886-904-410-085,"網路交友,要求儲值,點數卡",27,44743,大專院校,1
UID-1436f556,2026-03-13 08:09:00,+886-905-776-814,"正常投資諮詢,理財規劃",1,15000,上班族,0
UID-563e6fa7,2026-03-12 14:48:00,+886-905-923-403,"債務不履行,退款延遲",1,15000,碩博士,0
UID-f20472a1,2026-03-12 23:22:00,+886-905-974-109,"一般客訴,服務態度",2,0,50-69 中高齡,0
UID-bf3e4be8,2026-03-12 21:08:00,+886-903-881-063,"假投資,保證獲利",12,3507780,50-69 中高齡,1
UID-e085d27a,2026-03-12 15:44:00,+886-903-888-082,"假投資,資金盤",20,3782748,50-69 中高齡,1
UID-268f0c82,2026-03-12 15:56:00,+886-904-949-028,"Threads廣告,假兼職",29,73804,上班族,1
UID-49816795,2026-03-13 04:51:00,+886-903-885-013,"假投資,內線交易,VIP通道",13,3486139,大專院校,1
UID-d968f8dd,2026-03-13 07:39:00,+886-901-304-022,"網路購物詐騙,假賣場",156,41156,學生,1
UID-dda59b8f,2026-03-12 19:56:00,+886-904-614-037,"網路交友,要求儲值,點數卡",5,44437,大專院校,1
UID-866ebe08,2026-03-12 13:22:00,+886-904-858-046,"殺豬盤,平台無法出金",6,29156,上班族,1
UID-c1a7529c,2026-03-12 09:04:00,+886-999-999-999,"機器人測試,惡意灌水",14678,0,未知,0
UID-3114dcb3,2026-03-13 00:12:00,+886-903-886-016,"假投資,資金盤",13,933171,碩博士,1
UID-a0bca30f,2026-03-12 14:35:00,+886-904-525-096,"網路交友,要求儲值,點數卡",28,128583,上班族,1
UID-c2e69f22,2026-03-13 03:40:00,+886-905-895-396,"一般客訴,服務態度",2,3000,大專院校,0
UID-ea448930,2026-03-12 14:33:00,+886-905-847-272,"一般客訴,服務態度",2,15000,碩博士,0
UID-094d6a70,2026-03-12 18:47:00,+886-904-185-013,"網路交友,要求儲值,點數卡",14,39760,上班族,1
UID-8398d6e3,2026-03-12 18:51:00,+886-903-885-010,"假投資,虛擬貨幣,高報酬",10,497506,50-69 中高齡,1
UID-fd1ca3a3,2026-03-12 17:28:00,+886-902-149-373,"假員警,偵查不公開",3,1189321,70+ 長者,1
UID-61f86a2d,2026-03-13 01:47:00,+886-902-151-812,"假扣押財產,面交黃金白銀",3,2237554,50-69 中高齡,1
UID-972ce617,2026-03-12 19:10:00,+886-905-711-417,"司法文書送達,正常公務",1,500,上班族,0
UID-a8bcd71e,2026-03-12 23:07:00,+886-905-114-223,"一般客訴,服務態度",2,500,學生,0
UID-3a38d19b,2026-03-12 10:18:00,+886-903-881-066,"假投資,虛擬貨幣,高報酬",14,4734145,碩博士,1
UID-8518f787,2026-03-13 00:29:00,+886-903-886-021,"假投資,虛擬貨幣,高報酬",7,4934027,碩博士,1
UID-41dc9038,2026-03-12 21:37:00,+886-903-886-018,"假投資,保證獲利",9,352996,上班族,1
UID-e5f4c37d,2026-03-13 07:18:00,+886-904-186-074,"殺豬盤,平台無法出金",22,94993,學生,1
UID-4e8ebe0d,2026-03-12 13:58:00,+886-902-140-983,"假扣押財產,面交黃金白銀",1,1473825,70+ 長者,1
UID-20a91767,2026-03-12 11:05:00,+886-902-147-258,"假冒郵局,普發現金冒領",1,7616765,70+ 長者,1
UID-25c3e0cd,2026-03-12 19:46:00,+886-905-127-492,"交易糾紛,商品瑕疵",1,3000,上班族,0
UID-ec46465b,2026-03-13 08:50:00,+886-904-762-043,"Threads廣告,假兼職",22,140901,上班族,1
UID-3f47955d,2026-03-13 06:45:00,+886-902-189-397,"假檢警,監管帳戶",2,7039466,70+ 長者,1
UID-5a9ca590,2026-03-13 00:38:00,+886-903-882-029,"假投資,虛擬貨幣,高報酬",19,1811042,碩博士,1
UID-080ed088,2026-03-12 14:46:00,+886-903-888-081,"假投資,虛擬貨幣,高報酬",20,2028754,上班族,1
UID-1685510c,2026-03-13 04:29:00,+886-905-873-890,"一般客訴,服務態度",1,500,學生,0
UID-4994983c,2026-03-12 13:30:00,+886-905-981-320,"交易糾紛,商品瑕疵",2,500,學生,0
UID-59c8dc94,2026-03-13 00:18:00,+886-905-225-518,"債務不履行,退款延遲",2,0,高中職以下,0
UID-5c29d55c,2026-03-13 06:33:00,+886-901-145-027,"網路購物詐騙,ATM操作",291,13612,學生,1
UID-9a449236,2026-03-13 02:12:00,+886-901-780-047,"網路購物詐騙,ATM操作",274,18196,學生,1
UID-d943fe23,2026-03-12 18:31:00,+886-901-142-034,"網路購物詐騙,解除分期付款",219,14049,學生,1
UID-31c722c2,2026-03-12 11:05:00,+886-905-440-276,"一般客訴,服務態度",1,15000,上班族,0
UID-5c817f68,2026-03-12 16:03:00,+886-903-883-096,"假投資,保證獲利",6,4156246,50-69 中高齡,1
UID-1ed3a709,2026-03-13 01:42:00,+886-905-245-567,"一般客訴,服務態度",1,0,大專院校,0
UID-1c83062d,2026-03-12 21:28:00,+886-902-150-303,"假檢警,監管帳戶",1,2510752,70+ 長者,1
UID-4e401209,2026-03-13 08:12:00,+886-904-900-011,"殺豬盤,平台無法出金",16,123586,碩博士,1
UID-1f77bb76,2026-03-12 15:32:00,+886-902-196-285,"假冒郵局,普發現金冒領",1,4179447,50-69 中高齡,1
UID-2e0d061c,2026-03-13 08:11:00,+886-905-978-140,"正常投資諮詢,理財規劃",1,0,70+ 長者,0
UID-5cff9c64,2026-03-12 19:12:00,+886-905-273-670,"債務不履行,退款延遲",1,15000,學生,0
UID-8486a8a2,2026-03-12 12:11:00,+886-905-754-275,"正常投資諮詢,理財規劃",2,15000,高中職以下,0
UID-8323ae37,2026-03-12 18:02:00,+886-902-156-499,"假員警,偵查不公開",2,571242,50-69 中高齡,1
UID-dae1715e,2026-03-13 00:13:00,+886-901-295-046,"網路購物詐騙,ATM操作",283,31651,學生,1
UID-9d749e23,2026-03-12 16:08:00,+886-902-161-716,"假檢警,監管帳戶",1,6700868,70+ 長者,1
UID-5d2328ba,2026-03-12 10:49:00,+886-905-417-387,"一般客訴,服務態度",2,15000,大專院校,0
UID-e63a13b2,2026-03-13 02:44:00,+886-904-129-074,"Threads廣告,假兼職",30,75649,學生,1
UID-17627a55,2026-03-13 07:28:00,+886-903-887-004,"假投資,內線交易,VIP通道",18,1830431,上班族,1
UID-72ff4bc7,2026-03-13 06:46:00,+886-903-887-087,"假投資,保證獲利",7,2085142,碩博士,1
UID-6101e998,2026-03-12 15:48:00,+886-905-157-469,"一般客訴,服務態度",2,15000,碩博士,0
UID-92b150cf,2026-03-12 13:33:00,+886-903-880-027,"假投資,資金盤",20,4257964,大專院校,1
UID-0220637e,2026-03-12 10:18:00,+886-905-729-711,"司法文書送達,正常公務",1,0,上班族,0
UID-d97ccd72,2026-03-12 09:16:00,+886-905-605-313,"債務不履行,退款延遲",1,0,學生,0
UID-c8889e60,2026-03-13 05:07:00,+886-902-156-491,"假扣押財產,面交黃金白銀",3,4468465,50-69 中高齡,1
UID-21bb9017,2026-03-12 18:06:00,+886-902-164-751,"假冒郵局,普發現金冒領",1,1088004,50-69 中高齡,1
UID-e012d269,2026-03-13 03:34:00,+886-905-233-576,"司法文書送達,正常公務",2,15000,大專院校,0
UID-0b00f5ac,2026-03-12 23:29:00,+886-902-175-190,"假員警,偵查不公開",1,7000615,70+ 長者,1
UID-2ece94ed,2026-03-12 13:11:00,+886-905-767-261,"交易糾紛,商品瑕疵",1,500,學生,0
UID-3ed06d19,2026-03-13 07:12:00,+886-905-949-644,"債務不履行,退款延遲",1,500,碩博士,0
UID-1fc2644a,2026-03-12 14:54:00,+886-902-123-249,"假員警,偵查不公開",2,6131729,70+ 長者,1
UID-e7e7ae1e,2026-03-12 16:21:00,+886-905-654-470,"司法文書送達,正常公務",2,3000,碩博士,0
UID-e2100ba4,2026-03-13 01:10:00,+886-904-229-098,"網路交友,AI濾鏡假冒",14,126183,大專院校,1
UID-41da20a5,2026-03-12 09:07:00,+886-999-999-999,"機器人測試,惡意灌水",12860,0,未知,0
UID-adb4c8fc,2026-03-12 20:13:00,+886-905-183-996,"債務不履行,退款延遲",1,0,70+ 長者,0
UID-1ccc60a4,2026-03-13 00:16:00,+886-904-955-046,"網路交友,要求儲值,點數卡",28,74215,上班族,1
UID-1712c5ae,2026-03-12 09:52:00,+886-903-889-020,"假投資,保證獲利",20,4938334,碩博士,1
UID-3c8f4954,2026-03-12 22:05:00,+886-901-426-003,"幽靈包裹,超商取貨",261,23105,上班族,1
